	Anolis_carolinensis	Astyanax_mexicanus	Bos_taurus	Callithrix_jacchus	Canis_lupus	Chinchilla_lanigera	Danio_rerio	Gadus_morhua	Gallus_gallus	Homo_sapiens	Macaca_mulatta	Monodelphis_domestica	Mus_musculus	Oreochromis_niloticus	Ornithorhynchus_anatinus	Oryctolagus_cuniculus	Oryzias_latipes	Ovis_aries	Rattus_norvegicus	Sus_scrofa	Xenopus_tropicalis
OG0020906				Callithrix_jacchus_ENSCJAG00000018578																	
OG0020907				Callithrix_jacchus_ENSCJAG00000035476																	
OG0020908				Callithrix_jacchus_ENSCJAG00000032339																	
OG0020909				Callithrix_jacchus_ENSCJAG00000002112																	
OG0020910				Callithrix_jacchus_ENSCJAG00000020860																	
OG0020911				Callithrix_jacchus_ENSCJAG00000020909																	
OG0020912				Callithrix_jacchus_ENSCJAG00000002290																	
OG0020913				Callithrix_jacchus_ENSCJAG00000000616																	
OG0020914				Callithrix_jacchus_ENSCJAG00000021319																	
OG0020915				Callithrix_jacchus_ENSCJAG00000007606																	
OG0020916				Callithrix_jacchus_ENSCJAG00000031245																	
OG0020917				Callithrix_jacchus_ENSCJAG00000002449																	
OG0020918				Callithrix_jacchus_ENSCJAG00000018043																	
OG0020919				Callithrix_jacchus_ENSCJAG00000003193																	
OG0020920				Callithrix_jacchus_ENSCJAG00000002607																	
OG0020921				Callithrix_jacchus_ENSCJAG00000020958																	
OG0020922				Callithrix_jacchus_ENSCJAG00000019100																	
OG0020923				Callithrix_jacchus_ENSCJAG00000017266																	
OG0020924				Callithrix_jacchus_ENSCJAG00000019585																	
OG0020925				Callithrix_jacchus_ENSCJAG00000017395																	
OG0020926				Callithrix_jacchus_ENSCJAG00000036961																	
OG0020927				Callithrix_jacchus_ENSCJAG00000015874																	
OG0020928				Callithrix_jacchus_ENSCJAG00000009098																	
OG0020929				Callithrix_jacchus_ENSCJAG00000002946																	
OG0020930				Callithrix_jacchus_ENSCJAG00000021073																	
OG0020931				Callithrix_jacchus_ENSCJAG00000012195																	
OG0020932				Callithrix_jacchus_ENSCJAG00000000430																	
OG0020933				Callithrix_jacchus_ENSCJAG00000000429																	
OG0020934				Callithrix_jacchus_ENSCJAG00000031592																	
OG0020935				Callithrix_jacchus_ENSCJAG00000016271																	
OG0020936				Callithrix_jacchus_ENSCJAG00000017629																	
OG0020937				Callithrix_jacchus_ENSCJAG00000015256																	
OG0020938				Callithrix_jacchus_ENSCJAG00000005592																	
OG0020939				Callithrix_jacchus_ENSCJAG00000001800																	
OG0020940				Callithrix_jacchus_ENSCJAG00000013789																	
OG0020941				Callithrix_jacchus_ENSCJAG00000022192																	
OG0020942				Callithrix_jacchus_ENSCJAG00000016832																	
OG0020943				Callithrix_jacchus_ENSCJAG00000001048																	
OG0020944				Callithrix_jacchus_ENSCJAG00000001099																	
OG0020945				Callithrix_jacchus_ENSCJAG00000031537																	
OG0020946				Callithrix_jacchus_ENSCJAG00000035558																	
OG0020947				Callithrix_jacchus_ENSCJAG00000035157																	
OG0020948				Callithrix_jacchus_ENSCJAG00000008381																	
OG0020949				Callithrix_jacchus_ENSCJAG00000013359																	
OG0020950				Callithrix_jacchus_ENSCJAG00000019014																	
OG0020951				Callithrix_jacchus_ENSCJAG00000035251																	
OG0020952				Callithrix_jacchus_ENSCJAG00000001616																	
OG0020953				Callithrix_jacchus_ENSCJAG00000033463																	
OG0020954				Callithrix_jacchus_ENSCJAG00000034854																	
OG0020955				Callithrix_jacchus_ENSCJAG00000034068																	
OG0020956				Callithrix_jacchus_ENSCJAG00000031454																	
OG0020957				Callithrix_jacchus_ENSCJAG00000001165																	
OG0020958				Callithrix_jacchus_ENSCJAG00000036876																	
OG0020959				Callithrix_jacchus_ENSCJAG00000033270																	
OG0020960				Callithrix_jacchus_ENSCJAG00000000983																	
OG0020961				Callithrix_jacchus_ENSCJAG00000034783																	
OG0020962				Callithrix_jacchus_ENSCJAG00000032012																	
OG0020963				Callithrix_jacchus_ENSCJAG00000004351																	
OG0020964				Callithrix_jacchus_ENSCJAG00000004412																	
OG0020965				Callithrix_jacchus_ENSCJAG00000005920																	
OG0020966				Callithrix_jacchus_ENSCJAG00000015676																	
OG0020967				Callithrix_jacchus_ENSCJAG00000035324																	
OG0020968				Callithrix_jacchus_ENSCJAG00000014946																	
OG0020969				Callithrix_jacchus_ENSCJAG00000016085																	
OG0020970				Callithrix_jacchus_ENSCJAG00000035130																	
OG0020971				Callithrix_jacchus_ENSCJAG00000006125																	
OG0020972				Callithrix_jacchus_ENSCJAG00000006597																	
OG0020973				Callithrix_jacchus_ENSCJAG00000006596																	
OG0020974				Callithrix_jacchus_ENSCJAG00000010341																	
OG0020975				Callithrix_jacchus_ENSCJAG00000024579																	
OG0020976				Callithrix_jacchus_ENSCJAG00000033082																	
OG0020977				Callithrix_jacchus_ENSCJAG00000003677																	
OG0020978				Callithrix_jacchus_ENSCJAG00000034342																	
OG0020979				Callithrix_jacchus_ENSCJAG00000032884																	
OG0020980				Callithrix_jacchus_ENSCJAG00000010646																	
OG0020981				Callithrix_jacchus_ENSCJAG00000003115																	
OG0020982				Callithrix_jacchus_ENSCJAG00000014108																	
OG0020983				Callithrix_jacchus_ENSCJAG00000011489																	
OG0020984				Callithrix_jacchus_ENSCJAG00000031615																	
OG0020985				Callithrix_jacchus_ENSCJAG00000011499																	
OG0020986				Callithrix_jacchus_ENSCJAG00000000278																	
OG0020987				Callithrix_jacchus_ENSCJAG00000034715																	
OG0020988				Callithrix_jacchus_ENSCJAG00000036022																	
OG0020989				Callithrix_jacchus_ENSCJAG00000001755																	
OG0020990				Callithrix_jacchus_ENSCJAG00000018419																	
OG0020991				Callithrix_jacchus_ENSCJAG00000018413																	
OG0020992				Callithrix_jacchus_ENSCJAG00000018375																	
OG0020993				Callithrix_jacchus_ENSCJAG00000018400																	
OG0020994				Callithrix_jacchus_ENSCJAG00000018357																	
OG0020995				Callithrix_jacchus_ENSCJAG00000034573																	
OG0020996				Callithrix_jacchus_ENSCJAG00000032393																	
OG0020997				Callithrix_jacchus_ENSCJAG00000000931																	
OG0020998				Callithrix_jacchus_ENSCJAG00000003636																	
OG0020999				Callithrix_jacchus_ENSCJAG00000034191																	
OG0021000				Callithrix_jacchus_ENSCJAG00000034415																	
OG0021001				Callithrix_jacchus_ENSCJAG00000016646																	
OG0021002				Callithrix_jacchus_ENSCJAG00000000243																	
OG0021003				Callithrix_jacchus_ENSCJAG00000016174																	
OG0021004				Callithrix_jacchus_ENSCJAG00000033100																	
OG0021005				Callithrix_jacchus_ENSCJAG00000018146																	
OG0021006				Callithrix_jacchus_ENSCJAG00000033735																	
OG0021007				Callithrix_jacchus_ENSCJAG00000008480																	
OG0021008				Callithrix_jacchus_ENSCJAG00000012486																	
OG0021009				Callithrix_jacchus_ENSCJAG00000032823																	
OG0021010				Callithrix_jacchus_ENSCJAG00000033214																	
OG0021011				Callithrix_jacchus_ENSCJAG00000035339																	
OG0021012				Callithrix_jacchus_ENSCJAG00000021499																	
OG0021013				Callithrix_jacchus_ENSCJAG00000021497																	
OG0021014				Callithrix_jacchus_ENSCJAG00000006855																	
OG0021015				Callithrix_jacchus_ENSCJAG00000031790																	
OG0021016				Callithrix_jacchus_ENSCJAG00000033888																	
OG0021017				Callithrix_jacchus_ENSCJAG00000011993																	
OG0021018				Callithrix_jacchus_ENSCJAG00000017499																	
OG0021019				Callithrix_jacchus_ENSCJAG00000017256																	
OG0021020				Callithrix_jacchus_ENSCJAG00000020652																	
OG0021021				Callithrix_jacchus_ENSCJAG00000020660																	
OG0021022				Callithrix_jacchus_ENSCJAG00000011257																	
OG0021023				Callithrix_jacchus_ENSCJAG00000024652																	
OG0021024				Callithrix_jacchus_ENSCJAG00000002014																	
OG0021025				Callithrix_jacchus_ENSCJAG00000020377																	
OG0021026				Callithrix_jacchus_ENSCJAG00000035024																	
OG0021027				Callithrix_jacchus_ENSCJAG00000011386																	
OG0021028				Callithrix_jacchus_ENSCJAG00000011391																	
OG0021029				Callithrix_jacchus_ENSCJAG00000008618																	
OG0021030				Callithrix_jacchus_ENSCJAG00000006255																	
OG0021031				Callithrix_jacchus_ENSCJAG00000012480																	
OG0021032				Callithrix_jacchus_ENSCJAG00000020167																	
OG0021033				Callithrix_jacchus_ENSCJAG00000032329																	
OG0021034				Callithrix_jacchus_ENSCJAG00000033027																	
OG0021035				Callithrix_jacchus_ENSCJAG00000019492																	
OG0021036				Callithrix_jacchus_ENSCJAG00000001941																	
OG0021037				Callithrix_jacchus_ENSCJAG00000017916																	
OG0021038				Callithrix_jacchus_ENSCJAG00000034659																	
OG0021039				Callithrix_jacchus_ENSCJAG00000031178																	
OG0021040				Callithrix_jacchus_ENSCJAG00000034321																	
OG0021041				Callithrix_jacchus_ENSCJAG00000035243																	
OG0021042				Callithrix_jacchus_ENSCJAG00000032571																	
OG0021043				Callithrix_jacchus_ENSCJAG00000021954																	
OG0021044				Callithrix_jacchus_ENSCJAG00000010726																	
OG0021045				Callithrix_jacchus_ENSCJAG00000007843																	
OG0021046				Callithrix_jacchus_ENSCJAG00000001465																	
OG0021047				Callithrix_jacchus_ENSCJAG00000020871																	
OG0021048				Callithrix_jacchus_ENSCJAG00000007698																	
OG0021049				Callithrix_jacchus_ENSCJAG00000033185																	
OG0021050				Callithrix_jacchus_ENSCJAG00000033292																	
OG0021051				Callithrix_jacchus_ENSCJAG00000000688																	
OG0021052				Callithrix_jacchus_ENSCJAG00000032158																	
OG0021053				Callithrix_jacchus_ENSCJAG00000007035																	
OG0021054				Callithrix_jacchus_ENSCJAG00000005421																	
OG0021055				Callithrix_jacchus_ENSCJAG00000033457																	
OG0021056				Callithrix_jacchus_ENSCJAG00000017109																	
OG0021057				Callithrix_jacchus_ENSCJAG00000021891																	
OG0021058				Callithrix_jacchus_ENSCJAG00000012555																	
OG0021059				Callithrix_jacchus_ENSCJAG00000034860																	
OG0021060				Callithrix_jacchus_ENSCJAG00000032152																	
OG0021061				Callithrix_jacchus_ENSCJAG00000010671																	
OG0021062				Callithrix_jacchus_ENSCJAG00000010734																	
OG0021063				Callithrix_jacchus_ENSCJAG00000007502																	
OG0021064				Callithrix_jacchus_ENSCJAG00000014237																	
OG0021065				Callithrix_jacchus_ENSCJAG00000010470																	
OG0021066				Callithrix_jacchus_ENSCJAG00000035323																	
OG0021067				Callithrix_jacchus_ENSCJAG00000014394																	
OG0021068				Callithrix_jacchus_ENSCJAG00000020754																	
OG0021069				Callithrix_jacchus_ENSCJAG00000034054																	
OG0021070				Callithrix_jacchus_ENSCJAG00000035105																	
OG0021071				Callithrix_jacchus_ENSCJAG00000014912																	
OG0021072				Callithrix_jacchus_ENSCJAG00000032927																	
OG0021073				Callithrix_jacchus_ENSCJAG00000006814																	
OG0021074				Callithrix_jacchus_ENSCJAG00000006041																	
OG0021075				Callithrix_jacchus_ENSCJAG00000001726																	
OG0021076				Callithrix_jacchus_ENSCJAG00000002157																	
OG0021077				Callithrix_jacchus_ENSCJAG00000032260																	
OG0021078				Callithrix_jacchus_ENSCJAG00000033848																	
OG0021079				Callithrix_jacchus_ENSCJAG00000006936																	
OG0021080				Callithrix_jacchus_ENSCJAG00000021393																	
OG0021081				Callithrix_jacchus_ENSCJAG00000035365																	
OG0021082				Callithrix_jacchus_ENSCJAG00000001083																	
OG0021083				Callithrix_jacchus_ENSCJAG00000004418																	
OG0021084				Callithrix_jacchus_ENSCJAG00000020356																	
OG0021085				Callithrix_jacchus_ENSCJAG00000005784																	
OG0021086				Callithrix_jacchus_ENSCJAG00000011354																	
OG0021087				Callithrix_jacchus_ENSCJAG00000033501																	
OG0021088				Callithrix_jacchus_ENSCJAG00000032172																	
OG0021089				Callithrix_jacchus_ENSCJAG00000036624																	
OG0021090				Callithrix_jacchus_ENSCJAG00000032088																	
OG0021091				Callithrix_jacchus_ENSCJAG00000033573																	
OG0021092				Callithrix_jacchus_ENSCJAG00000016398																	
OG0021093				Callithrix_jacchus_ENSCJAG00000035047																	
OG0021094				Callithrix_jacchus_ENSCJAG00000016392																	
OG0021095				Callithrix_jacchus_ENSCJAG00000005589																	
OG0021096				Callithrix_jacchus_ENSCJAG00000033262																	
OG0021097				Callithrix_jacchus_ENSCJAG00000034169																	
OG0021098				Callithrix_jacchus_ENSCJAG00000032752																	
OG0021099				Callithrix_jacchus_ENSCJAG00000004084																	
OG0021100				Callithrix_jacchus_ENSCJAG00000032979																	
OG0021101				Callithrix_jacchus_ENSCJAG00000000331																	
OG0021102				Callithrix_jacchus_ENSCJAG00000007907																	
OG0021103				Callithrix_jacchus_ENSCJAG00000013064																	
OG0021104				Callithrix_jacchus_ENSCJAG00000032691																	
OG0021105				Callithrix_jacchus_ENSCJAG00000006599																	
OG0021106				Callithrix_jacchus_ENSCJAG00000009373																	
OG0021107				Callithrix_jacchus_ENSCJAG00000032817																	
OG0021108				Callithrix_jacchus_ENSCJAG00000016716																	
OG0021109				Callithrix_jacchus_ENSCJAG00000007147																	
OG0021110				Callithrix_jacchus_ENSCJAG00000037689																	
OG0021111				Callithrix_jacchus_ENSCJAG00000007095																	
OG0021112				Callithrix_jacchus_ENSCJAG00000012545																	
OG0021113				Callithrix_jacchus_ENSCJAG00000007274																	
OG0021114				Callithrix_jacchus_ENSCJAG00000007278																	
OG0021115				Callithrix_jacchus_ENSCJAG00000006980																	
OG0021116				Callithrix_jacchus_ENSCJAG00000004397																	
OG0021117				Callithrix_jacchus_ENSCJAG00000033167																	
OG0021118				Callithrix_jacchus_ENSCJAG00000012376																	
OG0021119				Callithrix_jacchus_ENSCJAG00000001696																	
OG0021120				Callithrix_jacchus_ENSCJAG00000034253																	
OG0021121				Callithrix_jacchus_ENSCJAG00000034952																	
OG0021122				Callithrix_jacchus_ENSCJAG00000032312																	
OG0021123				Callithrix_jacchus_ENSCJAG00000033967																	
